Mass,RT,Blank01,Blank02,Blank03,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
172.0737,1.7,,,,144872.8844,251083.9724,119926.2489,183575.3195,174381.7082,138158.4096,380855.5676,334308.9685,327291.0552,329550.7543,174640.563,205980.615,98221.36025,164925.2767,152462.4434,195960.0417,125922.8193,153972.157,149084.7657,77184.75001,92050.47349,109512.9442,113334.4735,158427.4741,176371.2717,341527.9615,249699.4998,448975.0904,312973.6402,400741.8217,212221.9891,210322.4872,208330.5702,226831.5454,212883.7912,218261.1759
177.1005,1.2,63649.99737,434670.2279,103705.975,178221.228,40476.40894,183594.0685,51786.1523,218416.5447,269136.8096,154129.018,133501.1587,84303.96384,217223.9155,137984.3732,37073.62782,133924.7391,148435.7169,47064.23048,,,187547.3979,205034.4128,,76847.06192,,29597.15583,,163256.0127,121670.8014,56818.51366,98086.01654,34284.22151,53985.32259,,51905.64224,50078.68271,52029.22356,52804.26611,51697.31393
148.0161,4.58,290827.4505,293414.0082,287332.4786,382803.7917,541132.5565,363002.5984,361394.4188,403262.8548,447239.0325,325974.3758,338536.5956,382209.1599,372686.7142,324265.5626,405338.7004,342154.5404,350859.2269,331534.3342,331749.0182,412286.2666,320505.2699,386917.0704,413267.0011,375822.7549,381533.5289,366206.8529,324112.3171,339447.3467,502414.9377,500661.9098,433661.9863,365034.9469,348170.2568,418450.8619,475351.3344,416095.0069,339389.7319,339128.1189,404390.4907
652.1042,1.48,,,,20939.2949,78692.39959,35975.44897,36669.37587,44385.64794,455733.6587,363856.2828,175779.4993,159996.4069,198871.0902,112936.7328,111857.9425,79590.76128,48644.35231,112450.0089,,10342.92348,,20523.57796,30523.28934,132716.7232,102465.529,98316.252,82088.5293,58479.24666,21000.58784,31907.95421,9284.763323,68176.23386,14006.30343,93681.58113,93742.29555,93603.05381,93394.52668,94081.02297,90106.62856
134.0232,1.36,65256.83666,23366.83144,14498.94313,2134069.18,3022180.278,2751515.348,118773.1164,2699474.098,257419.9696,358982.0075,337379.7526,4846213.568,5442232.617,4768803.768,463656.1793,2161134.566,2106548.404,3252271.501,2194928.286,1803999.616,98382.29825,964323.0001,3365323.495,317018.0895,128436.1874,151053.0489,132345.9308,2972906.16,65235.65107,3321306.934,2948228.689,4230914.445,2530110.212,151287.053,2806505.345,144241.98,194557.2149,303784.7498,3350219.107
134.0224,0.61,16840.54691,29736.53864,35977.9833,326293.9968,556427.9743,508737.8457,404102.376,385036.6928,487071.0659,2381550.827,2166823.048,2348304.849,2380978.431,267207.0466,232373.6855,1931905.945,303511.3884,230919.7846,455969.1812,404935.0222,420410.5157,291749.4365,1889931.108,389779.608,353499.6982,204929.2787,250898.1303,205901.0798,1568636.424,460879.148,243489.297,368041.3042,2022689.585,1579071.584,350742.236,371729.8887,452538.1391,377569.5105,350998.3717
264.2048,0.4,,,,65684.43213,107922.9452,94474.68799,96908.68367,114396.9546,294688.9555,253566.8125,206939.6951,246682.516,225434.2999,279365.7485,318307.1809,288651.0295,216040.8911,319755.9294,98231.54001,111519.3604,93660.10799,89362.20395,144454.9722,109820.9654,199193.3393,240987.972,235913.4394,200269.2688,333774.254,342145.7415,346219.1755,408487.8823,389462.2151,243923.6405,245550.397,220983.2939,214146.7753,207610.7728,220777.0084
205.0937,0.48,,443815.4902,,97847.61055,16705.72356,12062.01853,8997.377871,,23392.2655,,26669.3077,,,74282.896,,,,27604.62587,,11160.5289,13829.92145,10386.64217,,,15130.01829,,15453.43755,,17215.80413,,10989.06766,,13667.25344,,,15307.48145,14112.23314,,
255.0845,2.15,2104.735985,3227.524929,3392.348211,1942.056298,3200.295453,3395.738594,2600.927058,4618.19519,220210.6809,158255.4027,125699.027,207273.9802,166646.3998,403320.9846,366047.8135,225027.4399,130541.4312,137391.0165,2966.189473,3177.651914,2573.625983,1528.676318,5379.794867,3999.358875,2854.622488,155938.2547,132575.3079,188162.0427,317092.2786,190479.2122,168922.9719,250022.6792,337551.4002,262800.8032,260113.742,259978.4489,258285.4271,256237.4,243357.4751
392.2164,4.79,,,,,,,,41982.55607,21527.10237,,137658.392,,,,132181.5363,,,,237753.2893,,,551182.1624,282668.8929,,,,,,,,,,,,,,,18484.60015,93729.72881
180.1163,4.59,,,,,,,,,268386.9416,292984.1808,213010.395,392716.1444,315502.3477,183730.808,239765.7259,,,169718.3911,,16772.03427,19292.60365,,,,,,,31078.43642,,,,,,,,,,,
276.0963,0.52,,,,,,251376.9627,206786.0851,196238.18,,277579.1003,,,315044.5227,427085.0593,272888.9453,238421.8785,308896.0035,304736.2363,,211832.0347,,,,,,,,187214.7501,,,,340344.2023,,,,,,238051.2383,
285.0963,1.78,,,,239817.6175,406527.5971,267023.3884,328082.4023,260678.9425,237115.2879,290168.2151,200296.0806,344795.7039,284216.7207,185662.5082,202409.9732,169031.8794,113131.3906,219299.0039,293062.6014,213012.3207,290124.1699,272633.9965,331670.2829,377050.6979,322592.2519,287044.5761,383659.1186,280902.6164,233823.9841,306122.5215,279593.5678,385831.9497,353487.1349,272139.6372,220341.6771,297987.4766,322633.8926,325739.1383,325313.7818
232.0566,0.65,,,,,255434.6667,238139.8391,188196.7798,,,266560.1841,132804.9563,303541.0068,302643.6754,,148836.6023,242784.8738,,286644.4758,164795.3689,161508.2391,,492551.0308,,132870.122,180818.4207,180090.2924,121036.0577,158872.3918,136797.3589,,154652.5929,,155093.527,188067.62,186907.6591,188970.4895,208417.2301,210024.3839,219682.3529
428.2404,4.83,46171.71186,,120918.0297,168830.7799,,114652.995,,408372.8108,120315.4767,243602.6075,359079.137,83803.54003,,96547.73514,18607.39869,,,,124345.1103,,,,,33496.94986,149874.5467,,,,,,,,42770.27214,84260.11344,95893.49714,93516.64146,78872.11991,92674.16129,85814.03429
109.0163,1.67,,,,260527.0622,346340.1728,241106.4483,236094.6548,316513.293,437656.1643,377333.2702,351810.0096,421630.5079,363045.8795,235202.8616,305960.0382,308148.9693,137150.1493,258395.3016,289404.2701,250755.099,246859.5838,271148.1702,442826.8292,269366.0408,302469.315,301060.5483,347593.5776,252955.4378,134795.8256,207844.9099,150131.9648,150176.1527,125180.0196,289821.5533,281524.2633,285589.0573,281342.859,286552.028,276794.7756
321.0692,1.02,,,,210396.3082,409081.4023,227850.5619,291827.1903,324554.8072,123432.3109,108284.1057,74800.53159,212287.8021,176920.0147,17276.64536,,,8552.435681,,330906.4139,331258.8988,319831.0302,320648.9007,415556.2647,138023.7391,114174.6962,50498.00933,77411.14102,67781.21077,19225.21466,18308.34552,17036.96459,30545.24761,12690.7869,163146.3222,158242.0426,144318.4078,142986.6336,144261.0332,139422.116
261.2303,4.5,593044.0839,627647.4136,510832.4023,615134.2619,510833.5928,607906.3918,604294.5793,665707.7543,611767.3508,672908.3266,367999.6431,499178.5431,673376.8568,675354.0107,662233.8187,676362.4159,606413.9771,688866.2993,679216.0334,403971.5171,625716.7627,502486.2583,602418.2693,678345.1639,642263.4713,677372.811,493083.8199,680003.5276,619227.0925,666706.5293,599355.9309,669435.2636,613897.6343,625576.5733,496596.5124,478969.9903,687033.8413,503912.5199,617619.5703
408.0771,1.09,,,,172822.0657,245289.8034,189147.7836,217133.834,201108.7712,267974.0411,336592.3526,277278.1154,298796.3284,292084.5199,338253.4846,265250.1622,316996.2641,272656.8506,321762.2904,262306.2451,203730.0677,245968.6595,126948.7661,224732.6391,266354.6556,283252.9582,278430.9888,296728.7655,265522.2091,230216.5716,301725.6633,267578.3703,363318.6237,285398.6267,237531.7219,241402.8792,263362.5744,281435.14,293069.2947,303854.7438
171.9484,0.51,,,,,115408.7247,,,,133081.8831,119930.335,174507.1311,117966.4854,145668.0556,,,,,,,,,,,,,,,,,,,,,,,,84187.85617,,
154.0992,3.86,,135478.3026,148610.651,295402.7144,331001.6569,259656.3946,124561.7196,265759.3136,338730.9239,127769.2434,206250.2165,163892.2402,160534.4206,194401.3579,279951.7744,109569.5699,188275.6432,,188669.971,285955.2977,155859.6752,268887.4535,486391.3813,212050.5499,178201.4017,189003.3051,168682.2083,136512.2887,378278.7497,211623.7433,414666.7032,208714.2893,156583.2469,330886.8977,331987.6506,210107.4092,201863.6436,164281.1201,182828.6494
124.0886,3.09,,,17327.16876,180677.9166,17795.03519,,,423867.6552,82298.99469,29497.47563,91686.22932,57822.10696,354699.7975,34057.823,,,,,68897.06736,,,,32912.1446,,26027.11714,,,50029.51266,138685.0981,,35040.90825,20233.50581,,66662.60184,53369.19196,42987.41655,33812.40909,,39262.74819
222.0453,1.65,,,,,,,,,,16227.58133,,32592.79574,,3145862.087,131942.8443,382932.5402,216208.8904,192655.3163,,,,,,,,34748.09447,25664.89569,,144462.3805,250691.0339,166679.2278,394294.4645,147877.2403,184907.4444,186759.4719,194803.6915,200073.9116,190990.0557,198706.0372
203.0583,1.65,,,,258374.1937,,,,,204815.3779,170896.7498,,256041.7102,297286.5292,227016.1344,203098.9728,282902.625,,358866.5069,300969.6818,,214820.833,150218.3275,507215.9313,434904.5805,278507.5242,,249802.7588,,,649796.106,347059.3152,390236.2457,492862.1411,251360.0084,251524.2941,248853.6278,266508.9981,281663.3873,265369.4708
276.1212,3.46,271958.6628,262611.1302,266694.3592,256578.8901,290734.2214,273715.9431,266131.69,262108.0456,275008.3506,269094.0792,258046.1427,244607.0247,254903.092,233750.5271,282327.3326,262182.1081,274816.9313,280287.4418,273382.6382,266653.2171,257670.2619,267378.6739,433111.8114,279031.359,270446.4349,269500.1858,273814.0438,261119.4042,298905.6119,261842.3329,296886.6553,289334.8184,245839.3899,296639.2294,276338.4381,272893.3332,274550.7724,293424.4056,288926.8633
109.0275,0.77,,,,163878.1845,260525.3193,164883.1414,213619.4074,167343.9391,352739.4259,392838.4741,259875.1503,399007.9765,448475.534,378700.5579,211495.1931,181644.7116,192988.175,294245.2448,218722.618,168896.6548,148445.1375,205073.9619,451690.9706,204226.1741,169081.9111,122457.7216,128712.4389,120599.1672,86428.00904,121357.6047,136956.7321,232518.5503,137681.4368,208461.4408,210910.8536,231661.6139,237203.2862,248774.6388,252686.6631
270.9778,0.52,,,,114323.9996,257412.2347,219809.6089,112002.5879,177448.4092,284166.7083,334440.5318,388007.67,244354.1601,302925.7788,392797.948,350172.209,352657.5606,448246.8411,353785.7026,114243.9333,234720.4113,214827.2262,22025.2542,105229.3732,234631.5981,319133.6125,310365.2114,280916.4744,242377.3653,,20256.10887,70642.74721,232754.0821,110467.2161,205190.558,202922.6848,265931.4971,259822.2332,243116.288,242534.2351
199.1216,3.92,,,,,,,,,,,,,,,,,,,208647.5828,165966.3669,209347.4449,252485.8514,312017.6734,382461.0877,266457.8025,,154027.29,139288.3042,,110379.6728,125181.0561,170805.9797,108026.1078,75248.20117,,78561.70718,,80627.0981,91616.23931
205.0477,0.37,,,,306277.7465,348584.0006,331853.6598,299561.6824,,386734.5553,365416.403,,349975.9503,,,,274582.5966,,,,349871.7267,,,,,,252106.3393,241722.4561,256516.1016,,,279202.5297,293503.3873,249516.1561,,351280.8523,,,288376.5944,298976.9552
173.1075,2.51,,38391.09736,74503.52675,202371.1704,,,,382538.1466,,,207808.8845,,219476.2425,,14416.16668,,,,109882.235,,,,,59630.62167,,52883.73477,53978.95549,121176.9267,217779.2129,,,,,,,,72892.41513,67573.14135,
208.0471,3.94,,,,,,,,,232161.9068,189187.859,120793.5773,329509.97,168047.9637,199187.9163,214442.8091,80756.9308,173023.3531,179862.6684,,,,,,,,287904.8101,250851.0664,180211.5402,119422.4221,189840.83,147942.6402,360939.225,179519.4211,120975.8209,126389.9417,133670.4521,120653.0537,125902.3595,141931.0678
945.1642,4.9,,,,15731.87845,,,11357.03698,,15676.93262,70730.63424,,,,298380.2187,13565.96493,22584.38872,16826.09758,,33284.97165,150250.9763,67977.02237,167253.7628,56477.10334,15318.11485,26570.64571,199665.3505,68095.28122,33728.24668,48885.48837,207396.3649,376624.8887,111378.627,96583.66523,25990.55228,26291.92573,29363.04877,33887.15927,32980.71516,31443.59732
189.1106,0.75,,,,,,24121.83253,28060.07572,13831.35258,318824.2151,410285.9489,240706.6259,302317.9928,317073.9425,47547.60648,35849.75585,68222.10262,59375.97567,88887.45801,,31865.17894,43362.6346,,,200804.0484,257863.645,119283.2628,170167.3999,173232.0934,29870.30991,40462.90964,,55570.45937,,99488.75795,96989.93864,102505.2611,105663.4965,107692.5471,105966.0279
87.0683,0.56,100462.0789,397032.5712,127701.482,56990.72289,,29169.0687,,26037.48658,63420.69675,14750.49271,18655.93696,14170.8106,91579.44762,,37580.67171,15833.79802,,13081.6353,30168.76256,14351.07073,11350.7208,38137.73281,,17998.74003,16385.47213,,,19111.03967,26528.32679,,,32884.43737,25078.7429,9091.867966,,14277.78262,15121.63578,11726.85203,
208.0944,1.85,109143.5715,126793.087,110297.677,259947.7738,178159.6589,210429.868,165423.0397,402152.7572,261148.5365,173344.773,171724.5891,,139361.8551,190732.1885,131639.6457,198413.8202,152191.3738,106002.6071,230205.546,81969.91812,171959.6141,134855.9581,150727.8267,248400.933,159757.4714,172216.4748,232726.4264,206185.1098,377499.6467,134393.7309,266317.3939,179626.093,337497.8005,201882.6929,190712.342,189924.9648,222970.3556,226799.3143,252776.0889
216.1354,4.86,163030.7554,120603.4289,124844.0164,326858.7179,360505.9522,,227010.2896,290468.6549,389189.536,216703.3655,290798.2637,286117.9403,281295.8648,216065.9778,405829.579,217348.507,235781.9905,252560.6608,207898.1951,320470.7305,234137.0406,294686.642,364473.2599,211431.6862,243597.5161,218926.5299,229818.7239,260838.2634,437489.3276,298285.5013,332695.1238,220963.9902,241059.2707,404417.9403,453587.5386,322744.7876,260309.6794,226089.0562,214111.8946
397.1305,3.05,,,,,,,,,,,,46593.14613,80261.98527,,,95752.42969,,25009.15765,,,,,,,,237069.2203,333274.3603,247027.9756,,43026.69513,,,64922.0813,51421.36572,,50468.72287,55195.0429,56064.97571,59244.52707
84.0214,1.16,,,,146082.7152,231713.1946,161302.4642,184836.9029,166881.5923,189225.1764,230342.7379,253188.3345,151910.9759,256513.7735,149431.2833,173548.5934,126336.5164,77406.28576,180896.2556,196074.4,127850.3137,141200.8717,148184.1262,151795.5072,115989.679,135921.9003,155192.0459,185732.7945,149420.0259,254924.8746,251208.4977,412410.3672,235489.7211,369823.4323,176243.3696,178351.4076,204210.6051,187230.469,218029.0415,213860.5044
210.063,3.04,3319.233653,3044.613416,2225.498325,982.9438383,1654.23465,1031.518488,2542.609727,1607.536605,33647.64177,24206.05095,13653.96374,25191.70128,15523.64245,367264.779,105692.8397,48320.10635,129685.3523,73909.14013,3737.693734,1479.507936,2104.406074,2939.546836,1256.022327,2925.425354,2107.657083,23376.98957,16805.99789,18127.69019,43979.07964,62720.60113,67492.71735,140857.1575,54391.27346,44031.16737,44751.73028,45678.4755,41992.42783,41979.29214,49171.13611
128.0651,3.08,,,,,204737.8672,152283.9798,151624.5194,,,,,,109223.9981,,,,,,115116.9053,183008.2699,115649.5314,,,159310.644,,99128.00609,,,,147003.6193,255622.169,,,273189.293,,,,,
122.048,1.19,,,,142049.7377,268024.7283,203226.7286,271485.4698,160669.5707,347502.1807,377871.2542,295559.767,358727.0162,349895.9831,,201868.8043,209189.7291,180765.5758,319757.4767,254017.5363,169433.1993,163990.8986,172381.1288,,249217.0588,332213.0711,270509.9329,96419.03773,225449.1639,281530.8711,186245.3721,181379.3998,348891.6607,177312.1767,285404.0659,187465.1149,221842.0307,221752.4719,222802.6548,318654.9828
229.9687,2.82,1047738.068,,1172647.216,748749.1312,438351.2205,554361.371,696314.5009,768213.5075,,,345252.9676,583982.1889,533919.8332,576043.6873,328922.8957,,339688.2426,,776933.7395,677283.0068,585172.7196,584355.8788,603615.0369,676211.1944,558038.7917,643661.3869,,474141.3174,281927.0304,413999.6362,318309.4951,,443308.7334,469946.7802,556717.0834,386275.9111,554691.5441,611090.6801,653206.1134
230.152,4.87,280732.0411,237368.119,207677.7865,385705.7308,326736.4298,411887.2854,,328332.7001,196326.5503,329043.3037,274863.799,335758.6088,350324.2285,325441.0946,150770.6931,382044.6493,320264.6023,374004.4815,369663.2481,312584.7524,367124.4154,302922.2832,342221.0051,369642.5651,318096.6094,292333.0808,307480.4475,284644.0162,234981.2229,285584.3136,285408.5654,362112.5916,280920.9199,238203.4397,194805.1803,297030.7718,400029.1916,435581.5224,296559.6828
636.1113,1.1,,,,307461.0737,351877.6752,302372.3542,322462.9985,319996.8251,365859.6657,343505.4081,350509.0648,347692.4415,336374.4488,344126.4299,404083.2588,370795.4322,352995.6853,368834.5457,345024.4297,359643.6287,342302.728,263888.3696,357888.2216,324657.056,341865.0783,344184.1867,331627.0884,343721.3775,403912.272,356517.2007,383530.3394,331482.356,362945.0007,407965.5308,397230.095,348954.0818,323341.6657,332118.2422,321010.7309
94.0528,0.48,,,,419973.2436,558622.1158,289474.3111,274109.1439,184822.0528,145351.2548,92594.50038,134391.7247,134494.5038,104042.7725,67051.37297,179938.7331,61816.49403,96363.5481,61086.39728,360485.9133,513305.0298,330851.6295,226936.995,339793.1948,127046.976,76615.39963,134633.6822,148347.2471,103488.8819,191775.8274,158240.0746,87971.41339,63800.3618,85524.56139,197864.1504,253130.3994,186111.5115,153457.0524,122584.8401,128077.3825
327.2402,4.64,,,,136413.0822,143289.5645,262873.9328,270351.0425,273233.9567,119955.3546,182312.5044,116979.8325,107766.3401,125926.6203,343869.1479,166415.6923,123354.0988,,168425.3958,63587.9965,75749.5099,78139.04972,74314.63837,61137.84525,61948.79386,80765.37831,93805.14218,91338.3123,87876.26314,67704.53465,,152674.8063,63564.18773,79330.90006,116429.3519,105656.1066,106335.5726,119581.4301,114289.6251,116250.8695
483.2696,0.89,,,,600932.4735,239739.9644,482116.9877,496155.4186,439236.9318,584151.7137,791602.881,757188.9147,962170.1486,877616.2269,931845.2527,281484.0632,704063.1293,543634.4924,820368.874,688259.549,445010.4131,526470.8386,705908.0411,470430.8809,525820.8697,632446.0499,571342.5546,718385.8941,608689.0287,373869.5414,804523.4108,573667.1771,735118.9828,779975.6406,113052.4145,193845.6229,679968.8248,696368.0265,674222.4738,471394.6369
174.0826,2.68,400133.4596,420858.7495,414336.4308,345761.5573,347800.037,363272.7309,389948.11,375600.6393,125120.0546,88582.22873,126876.3547,74173.38432,95435.86394,149968.5057,168712.9557,184131.0771,166024.9688,141090.686,390021.9644,343718.7251,359987.0365,383874.4435,354867.4435,415230.0866,373027.2004,112834.8757,82142.74294,110259.2882,186375.6627,152893.2574,130344.4183,68583.32027,118471.6242,205625.2381,197934.6719,205094.9901,167074.106,165485.3232,140837.758
